순위,업소명,주소,분류,현지인 검색 수
311,경복궁늘목원,인천 중구 용유서로 158-0,한식,1884
312,소담한정식[한식],인천 계양구 경명대로1373번길 8-0,한식,1876
313,유정집[한식],인천 중구 화랑목로100번길 39-0,한식,1851
314,강화손칼국수본점,인천 강화군 강화남로 678-0,한식,1849
315,카페건,인천 중구 하늘달빛로2번길 8-0,카페/찻집,1829
316,거해짬뽕순두부무의도점,인천 중구 대무의로 281-0,한식,1822
317,플로레도커피선재점,인천 옹진군 선재로 354-0,카페/찻집,1814
318,스시애2호점,인천 부평구 부평대로87번길 4-0,외국식,1812
319,경복궁계산점,인천 계양구 도두리로 31-1,한식,1811
320,흥부골,인천 강화군 중앙로874번길 1-0,한식,1809
321,불티나조개구이,인천 중구 마시란로 241-0,전문음식,1790
322,소담촌계양구청점,인천 계양구 계양문화로 54-0,전문음식,1788
323,전복촌,인천 남동구 예술로204번길 35-0,전문음식,1782
324,하비파크,인천 남동구 만의골로195번길 46-0,카페/찻집,1778
325,마니산산채,인천 강화군 해안남로 1182-0,한식,1771
326,원조이화찹쌀순대,인천 중구 인중로26번길 25-0,한식,1768
327,함흥관,인천 부평구 마장로 10-0,한식,1766
328,귀한족발,인천 남동구 복개서로 71-0,전문음식,1744
329,속초그바람에운서점,인천 중구 화랑목로 46-9,전문음식,1738
330,송도갈매기서창점,인천 남동구 서창남로 16-8,한식,1724
331,삿뽀로구월점 [일식],인천 남동구 인주대로 593-0,외국식,1693
332,참새초밥,인천 부평구 신트리로 36-0,외국식,1686
333,통큰손쭈꾸미마을계산본점,인천 계양구 계산로 144-0,전문음식,1680
334,까치기사식당,인천 부평구 백범로 526-0,한식,1671
335,한우정,인천 남동구 앵고개로 942-0,한식,1666
336,마호가니강화점,인천 강화군 해안남로1844번길 19-0,카페/찻집,1652
337,그린우렁쌈밥,인천 부평구 일신로 32-0,한식,1645
338,카페륙,인천 중구 공항서로 419-0,카페/찻집,1643
338,벌말기사뷔페식당,인천 계양구 수소길 103-0,전문음식,1643
340,만수숯불갈비,인천 남동구 수현로 125-0,한식,1642
341,명품화덕고등어,인천 부평구 화랑로47번길 4-0,한식,1637
342,금문도[중식],인천 계양구 효서로 268-0,외국식,1635
343,미담,인천 부평구 마장로384번길 12-0,외국식,1634
343,오구당당부평본점,인천 부평구 경원대로1377번길 47-0,한식,1634
345,브런치빈영종도점,인천 중구 자연대로 47-0,전문음식,1633
346,손커피연구소영종하늘도시점,인천 중구 해맞이길 35-0,카페/찻집,1631
347,평상인제빵소,인천 중구 영종진광장로 46-0,간이음식,1628
348,그릴드키친,인천 중구 운서로7번길 12-0,외국식,1601
349,로즈스텔라정원,인천 계양구 다남로143번길 12-0,카페/찻집,1599
350,요거프레소효성2번종점점,인천 계양구 안남로 571-0,카페/찻집,1582
351,삿뽀로계산점,인천 계양구 도두리로 31-0,외국식,1580
352,한옥카페갤러리도솔,인천 강화군 길상로210번길 52-71,카페/찻집,1579
353,산천쭈꾸미,인천 남동구 비류대로764번길 190-0,한식,1567
354,세아숯불갈비,인천 중구 하늘중앙로 231-0,한식,1561
355,체이스커피,인천 중구 운서로7번길 49-0,카페/찻집,1554
356,나운순대,인천 남동구 소래역로46번길 28-0,한식,1547
357,멜팅룸,인천 남동구 은봉로312번길 29-16,간이음식,1542
358,물꽁오리,인천 계양구 계산천동로 51-0,전문음식,1522
359,케이131,인천 강화군 해안남로1691번길 43-8,카페/찻집,1521
360,또와돌솥밥순대국5호점,인천 중구 영종대로162번길 20-0,한식,1518
361,문학산호랭이,인천 남동구 성말로13번길 36-14,외국식,1516
362,부영선지국본점,인천 미추홀구 장천로14번길 20-0,한식,1515
363,선녀풍2호점,인천 중구 용유서로 386-0,전문음식,1509
364,공항샤브칼국수,인천 중구 운중로48번길 94-0,한식,1505
365,차덕분,인천 중구 은하수로 12-0,카페/찻집,1503
366,도도해,인천 남동구 백범로 159-0,한식,1490
